	relationship	smoker	alp	weight	trombocyty	hematokrit	hemoglobin	er-cv	ast	ssn	erytrocyty	indicator	hbver	leukocyty	alt	etytr	name
3168	single	no	18.17674	90.37372	8.68606	6.12484	2.36703	49.78810	61.52145	335-41-8225	4.48837	0.00000	5.74745	6.98933	3.96732	7.85630	Kyle Parker
3169	single	no	24.64517	13.15829	9.10313	9.91066	2.49597	41.87173	48.32965	875-36-1452	7.71020	1.00000	6.46568	6.62895	9.92169	6.58511	Sergio Harris
3170	married	no	75.79698	65.93144	7.51784	5.93268	5.40744	59.89527	54.18734	118-23-3704	2.41753	0.00000	7.78157	5.76939	3.12656	5.55820	David Jackson
3171	divoced	yes	41.55373	52.15926	8.32512	3.92800	8.05518	53.85288	58.73440	250-83-7157	4.95232	1.00000	6.46152	6.37648	7.81877	6.14037	Stacey Martinez
3172	nop	no	52.64507	64.75334	7.90215	3.30483	7.79629	24.89795	40.47866	176-77-9302	5.05194	1.00000	8.11348	4.65386	6.84988	5.10750	Brandon Fitzpatrick
3173	married	no	80.10790	47.93020	5.71962	3.89923	5.97027	54.64140	48.11399	522-03-4152	6.55102	0.00000	7.82494	5.67112	6.59615	7.28429	Donna Campbell
3174	separated	no	67.12579	78.50362	6.36906	4.66866	5.13951	55.56124	76.16743	137-96-7909	2.52871	1.00000	7.07599	6.73403	6.12439	6.23214	Lisa Adams
3175	separated	Y	83.98663	78.62236	9.28637	8.74803	6.27061	58.38161	69.13695	350-97-8040	6.37344	1.00000	6.91534	6.65910	6.12946	5.04625	James Lee
3176	single	no	56.84924	65.08484	5.78004	5.85771	4.92085	52.98585	41.72003	200-20-4285	7.66511	1.00000	7.13858	5.20788	12.12717	5.66494	Rachel Robinson
3177	divoced	Y	78.90126	171.69987	5.99882	6.40741	5.62472	56.81635	36.73633	134-52-6371	7.57022	1.00000	5.34395	3.37127	8.89335	6.06902	Ashley Smith
3178	married	no	39.12663	89.06897	9.02288	4.19683	4.56566	64.91724	27.86264	119-10-5550	5.05389	0.00000	6.64723	5.97520	4.85541	5.83978	Christopher Cisneros
3179	single	no	82.67514	63.45560	6.76502	6.24109	5.93488	38.47321	53.01505	663-83-7354	3.42996	1.00000	6.35353	5.93653	6.27974	6.28042	Jerry Doyle Jr.
3180	single	Y	39.31098	96.11380	8.08080	4.45320	7.78622	65.98743	46.09304	489-18-3210	5.01093	1.00000	6.12022	7.53892	8.45602	4.63070	Maria Sosa
3181	divoced	no	80.39398	64.24434	8.85870	2.84589	6.82233	66.97576	59.67164	882-73-6960	5.34081	0.00000	6.89878	6.30296	4.55753	6.10615	Brenda Roach
3182	single	no	38.22881	34.56307	7.67611	6.90318	4.40880	63.16291	29.20617	898-18-3426	7.22266	1.00000	7.20907	6.97980	7.71217	7.17418	Michelle Austin
3183	divoced	no	84.03521	60.32903	5.85581	5.30986	5.39111	39.11653	54.42300	887-73-5015	5.31495	0.00000	6.03265	4.87704	4.06761	7.12368	Erika Beard
3184	single	N	74.63580	24.06561	7.12412	5.75623	6.88891	47.40891	58.26036	454-29-3108	6.54474	0.00000	6.12913	5.58387	7.55401	6.54286	Angela Nelson
3185	nop	no	76.63888	68.00532	6.58688	7.40061	6.99959	49.56328	57.71264	360-61-9402	4.94544	1.00000	6.41200	7.45692	4.04404	8.01848	Joel Gilbert
3186	married	no	81.92559	71.56618	7.23827	5.71838	5.59133	48.48509	36.13813	353-05-2876	2.88868	1.00000	5.81492	7.03176	7.20584	4.71657	Jason Garcia
3187	divoced	no	8.64847	59.58119	7.22816	8.15709	2.88850	45.68793	31.21461	076-16-2782	7.98807	1.00000	7.81391	6.31167	14.07119	6.13629	Elizabeth Ford
3188	widowed	yes	29.50764	80.73454	5.98235	7.11291	4.23861	53.97698	59.95497	157-84-4292	3.74388	0.00000	7.34989	5.70599	4.55285	5.16235	Michael Smith
3189	single	no	80.91064	41.61476	7.57442	5.09107	6.61516	55.55676	52.74213	372-55-7313	3.90317	1.00000	6.28284	7.39034	3.77441	6.41972	Jeffrey Thomas
3190	divoced	no	89.31538	87.30171	9.15233	3.00190	6.14160	42.41894	52.75930	237-20-1959	5.75311	0.00000	6.31064	6.52467	2.93588	5.28419	Paul Camacho
3191	single	Y	80.20579	46.63400	6.90540	4.97201	6.97376	66.68119	56.52443	393-25-9720	4.53377	1.00000	6.10348	6.84495	4.95061	6.75298	Helen Cantrell
3192	single	no	52.76307	90.22667	7.42453	4.87194	7.71556	56.35715	45.07496	650-82-1317	8.33893	0.00000	6.73486	5.57758	17.70718	5.04704	Guy Perez
3193	married	Y	48.68412	74.00040	6.99059	3.81086	7.76628	59.10404	49.59225	255-32-2870	5.57953	1.00000	5.13334	5.33991	6.78278	4.99605	Eric Castillo II
3194	married	Y	14.33088	99.56164	10.03353	6.62647	9.11344	51.80105	52.82642	776-22-9168	6.47936	0.00000	7.33250	7.89395	7.42548	5.85456	Shaun Skinner
3195	separated	no	10.33504	127.07895	4.40980	6.97067	2.81136	48.92006	60.62226	478-04-5074	8.98478	1.00000	5.62420	8.24190	26.26209	5.69194	Lisa Moore
3196	single	no	86.48978	81.93221	7.00227	4.91317	6.65733	60.72881	57.47120	236-16-5492	5.84869	1.00000	3.99312	6.25305	6.84081	5.39687	Joanna Roberts
3197	divoced	no	55.23464	51.08848	6.17590	7.66452	7.65732	55.53200	33.58330	199-29-4173	6.05326	1.00000	7.46003	7.86674	6.03811	4.78236	Alvin Rivas
3198	married	Y	83.36044	61.35564	8.20532	6.63138	6.25740	48.36917	60.07477	586-58-9743	6.47676	1.00000	7.12945	5.06390	7.47542	8.24235	Leslie Ho
3199	single	N	85.12407	47.82428	6.65413	6.74136	5.96603	48.78054	30.98926	523-52-0536	7.08763	1.00000	4.76936	5.83235	9.37216	6.08754	Nicole Thomas
3200	single	N	9.61608	7.52000	5.65721	7.08298	2.71271	21.55234	29.75873	714-22-2315	8.61421	1.00000	6.33944	5.46285	20.74216	5.49814	Tina Contreras
3201	single	yes	15.60965	55.02734	7.58826	4.55910	3.72061	60.77761	36.12767	626-33-5993	5.83801	0.00000	5.43919	7.15341	6.23892	5.66666	Lorraine Rocha
3202	separated	Y	74.60939	60.74126	7.77269	7.56445	5.28728	71.40483	60.60869	314-87-0873	7.11003	1.00000	6.06575	7.42557	10.52710	5.04001	Alexandra Mills
3203	widowed	no	42.93828	46.28650	9.04178	6.50687	4.69615	76.61725	59.99289	132-43-9285	2.52283	0.00000	7.71284	6.20614	6.11927	5.74661	Hannah Brennan
3204	married	yes	34.22923	44.55370	6.71559	5.91757	2.32030	51.95209	65.67889	321-77-0804	5.60371	0.00000	4.00981	8.86408	6.10403	6.75546	Sharon Wilkins
3205	divoced	Y	43.58267	60.71439	7.68928	2.52563	8.09336	25.87445	38.03306	554-47-7359	5.69669	1.00000	6.40492	6.60228	6.43745	5.50012	Patrick Wilkerson
3206	single	no	46.13957	66.48224	6.67647	8.12735		60.63329	35.57956	317-41-5171	7.74667	1.00000	4.13950	6.19579	11.06724	5.30549	John Martinez
3207	separated	yes	21.69415	38.53343	6.95940	8.32346	3.77602	50.58548	52.04348	355-14-2260	8.08135	1.00000	6.06030	4.78530	16.25771	7.36056	Lindsey Acevedo
3208	divoced	Y	80.79555	82.20445	7.07592	6.21844	5.74563	55.47459	56.06804	567-91-4790	3.20545	0.00000	6.58144	6.19387	3.33589	5.94173	Jeffery Hernandez
3209	divoced	no	29.77478	67.99571	6.78138	7.80068	4.05188	51.61000	39.15694	812-59-2996	7.69024	1.00000	7.27915	5.40491	12.97522	7.80330	Isabella Gould
3210	separated	Y	29.02563	-15.22346	6.35159	7.10280	4.35539	41.28955	51.18431	432-50-6704	7.82595	1.00000	5.24594	6.09761	10.78627	5.86899	Jeremy Mclaughlin
3211	single	no	24.03190	-14.90989	6.49279	4.67872	4.14272	68.41238	51.39767	099-52-5206	6.23191	0.00000	7.32966	6.33605	3.28188	5.60676	Robert Brown
3212	married	Y	18.87686	88.67853	7.87380	6.28211	8.74149	75.92830	43.81618	846-35-7625	6.46526	1.00000	6.19655	6.66457	5.58732	6.68451	Monica Bass
3213	single	yes	64.28227	55.86085	7.35110	6.34364	5.10331	44.47025	52.34657	029-03-4354	2.12633	1.00000	7.19745	4.57991	3.39012	5.70300	Margaret Watts
3214	married	no	83.04839	97.40070	8.37023	3.81511	6.28023	54.81290	47.95144	769-61-4035	4.69309	0.00000	3.93092	5.97530	4.83259	7.72410	Corey Wise
3215	divoced	no	82.73964	109.84580	6.96241	7.74230	5.97341	46.97896	52.77387	505-28-5003	7.08301	1.00000	6.79909	5.47948	7.92208	5.84777	Edgar Blanchard
3216	single	Y	46.59531	112.55364	7.09755	7.09191	4.61576	37.66409	46.97724	458-64-0774	7.50865	1.00000	6.15939	7.44346	12.03138	4.74690	Bruce Hill
3217	nop	Y	76.73104	128.43497	7.73738	5.54137	6.91643	43.18497	61.37079	036-94-8838	4.10318	1.00000	6.08859	5.04696	6.02890	5.94068	Jessica Campbell
3218	nop	no	33.97104	79.52915	8.39889	6.60990	8.41544	47.73860	57.39733	464-09-5042	5.54062	1.00000	5.34382	5.57323	5.69283	7.60414	Bryan Randall
3219	divoced	no	17.60881	81.96568	7.71598	7.83748	3.83271	62.11877	44.46986	877-88-5446	7.76124	1.00000	6.74663	4.44626	12.16334	6.61311	Jennifer Watson
3220	nop	no	71.64939	80.22830	8.48476	2.49075	5.31812	39.51056	32.31772	837-81-4314	6.58299	0.00000	6.92560	4.83464	9.29210		Michele Spencer
3221	separated	no	12.48105	32.32032	9.91960	6.11143	9.46360	50.62294	55.61830	634-75-9465	7.62552	0.00000	6.28373	6.52530	11.98692	5.21045	Kyle Jimenez
3222	separated	no	67.22829	43.02586	5.38365	2.96063	5.20928	62.76064	48.92521	526-91-7996	6.30537	0.00000	6.16169	6.00887	6.33483	7.21013	Kelly Hunter
3223	divoced	Y	81.96510	66.82603	7.01577	6.61560	5.70958	55.87846	54.51024	267-49-7564	7.11748	1.00000	6.98565	4.83220	6.08275	7.42250	Angel Orozco
3224	widowed	yes	86.92893	48.79229	6.13153	2.98455	6.68766	63.87237	33.35599	298-75-8864	9.21995	0.00000	6.14907	6.11374	34.48627	5.76224	Jennifer Ramsey
3225	single	no	71.16649	107.95661	8.42613	7.02611	5.34588	51.79700	44.75406	826-94-4391	6.94556	1.00000	3.78893	4.98891	10.84526	5.97163	Maurice Mcdonald
3226	separated	yes	77.26752	99.57381	8.18419	7.70500	5.49215	59.99268	49.30262	399-71-7890	6.94531	1.00000	6.65634	8.25286	9.32739	7.15486	Bradley Brown
3227	divoced	no	88.38784	39.86640	6.43416	6.26969	6.35993	36.07582	41.65909	456-08-0744	6.17899	0.00000	8.06924	6.15915	6.25696	7.58545	Denise Hoffman
3228	single	no	24.27198	71.27316	8.85644	3.35013	8.42555	37.37514	17.07821	808-05-4883	5.22547	1.00000	5.48851	4.08708	3.03784	6.48780	Diane Cohen
3229	separated	N	66.27028	65.51123	8.96342	4.28638	5.20485	66.86848	36.99384	822-85-7760	4.65870	0.00000	6.80494	6.95492	7.17435	5.99691	Krystal Williams
3230	nop	Y	77.91333	91.11717	7.47053	5.73234	7.00998	53.15087	32.55174	028-29-6010	4.37394	1.00000	6.41190	7.43196	7.23685	8.40913	Trevor Harris
3231	divoced	Y	59.06127	-5.95798	7.06081	5.87720	7.75329	43.62927	66.84548	701-63-4957	5.49820	0.00000	7.91288	5.64446	4.84592	7.45531	Kathleen Mueller
3232	nop	yes	65.09329	58.94578	6.98993	5.02226	5.02331	58.64447	37.47885	548-25-6001	5.01031	0.00000	5.97156	7.21800	6.68484	6.38911	Juan Pollard
3233	nop	no	79.64234	113.11087	6.45669	5.28176	6.67325	49.64705	23.36217	357-35-0825	7.63767	0.00000	6.05117	4.80697	10.93829	5.42882	Patrick Rivera
3234	separated	Y	88.40534	72.98326	7.19211	5.43296	6.04596	47.27645	43.04406	225-37-2202	3.52273	1.00000	4.91611	5.27822	6.27182	5.56092	Robert Kerr
3235	widowed	yes	75.49756	53.03897	7.62766	5.29188	7.19903	54.64433	60.15390	857-74-5662	4.01428	1.00000	4.90342	4.57404	4.17343	6.32681	Michelle Colon
3236	widowed	Y	24.87279	56.44219	8.01783	6.10344	8.33365	48.51799	45.48834	526-41-0045	8.86635	0.00000	5.84388	8.81678	25.55558	6.21217	William Griffin
3237	divoced	no	38.75388	80.77071	6.78421	5.93123	4.47718	60.43612	48.67511	609-99-1249	7.48006	1.00000	4.48581	6.11603	7.86461	6.87139	Eugene Ortiz
3238	separated	Y	74.92409	35.36016		4.77021	6.83345	60.53058	58.44005	203-30-1322	6.04788	0.00000	8.23476	6.91725	5.77671	6.47173	Matthew Williams
3239	nop	no	47.95511	90.17321	6.51190	6.84732	4.57694	58.38114	50.54514	401-69-4687	7.66575	1.00000	6.15262	5.92129	11.08190	5.14382	Samantha Chapman
3240	single	yes	65.01807	88.03604	7.04881	5.83390	5.15052	63.79447	46.19069	899-33-3740	2.56470	1.00000	6.74697	6.32676	3.50992	7.63908	Michael Bryant
3241	separated	Y	85.22642	83.33738	6.83017	3.34727	6.53490	45.75460	53.38710	631-49-5305	4.36096	1.00000	5.09044	7.69374	5.42539	4.30971	Olivia Rodgers
3242	single	no	18.99766	69.90704	5.01515	4.55114	3.45857	70.80379	44.83881	470-50-0620	7.27914	0.00000	4.06855	5.32787	9.62243	5.39227	James Shaw
3243	divoced	no	27.49006	48.77099	6.85410	7.00999	4.06008	53.92492	51.53555	445-06-1922	7.59814	1.00000	6.03472	6.80582	10.18690	6.21132	Ryan Wright
3244	married	no	87.68765	113.98108	5.63547	4.90317	5.88422	61.29617	56.75869	589-20-9533	7.49516	0.00000	6.86992	6.09914	8.62170	5.72472	Kim Wagner
3245	married	Y	57.49052	79.19161	7.84418	6.08675	1.41691	61.47558	43.78293	660-28-0260	5.57089	0.00000	7.25632	5.60302	7.12576	6.71684	Terry Vazquez
3246	widowed	Y	82.85409	38.97160	7.83820	7.32906	5.63638	66.11011	38.23328	771-42-9777	7.00985	1.00000	4.78883	5.43168	7.21687	6.39299	Corey French
3247	single	no	78.17494	31.07111	7.06045	5.50301	5.50008	24.94936	53.77300	628-38-1717	2.77330	1.00000	4.88875	6.13437	3.54338	4.84893	Jason Mccormick
3248	single	Y	81.60008	16.53293	7.26394	5.01891	5.81530	31.11494	46.01021	307-56-0026	2.49509	1.00000	5.07301	5.44124	4.60458	6.76625	Anthony Lee
3249	single	no	8.28274	12.15496	9.48513	7.67066	9.29230	52.18936	55.09814	466-45-7834	7.84055	0.00000	5.97811	6.37950	12.80383	5.03848	Michael Klein
3250	separated	yes	47.26614	79.42211	9.01962	5.06441	4.69229	58.71142	51.83286	543-18-7922	4.22334	0.00000	6.47472	6.54914	3.95826	7.18991	Timothy Gordon
3251	widowed	no	84.65101	144.27443	6.47341	5.72384	6.65247	46.66859	30.18671	531-29-8420	3.39178	0.00000	5.63027	5.29337	4.34279	7.95566	Kristina Rivas
3252	nop	no	75.19025	75.03784	7.06245	2.10271	7.19815	47.43423	63.17811	899-61-1948	5.05313	1.00000	6.55393	6.49824	7.01140	7.00826	Katherine Hobbs
3253	separated	no	70.63228	36.47237	7.17220	6.38979	5.45982	59.14153	56.71397	529-77-4569	6.96617	1.00000	6.13528	6.33138	9.41404	5.79778	Mary Moyer
3254	married	no	65.70489	49.28957	7.67211	5.25380	7.48852	65.35863	43.15805	742-97-6261	4.82665	1.00000	5.41623	5.01416	6.97697	5.74881	Amber Tran
3255	married	yes	82.34152	71.81046	8.24466	3.80927	6.53085	38.24606	34.97422	890-12-4655	3.00892	1.00000	6.81512	5.90237	4.58810	6.49493	Linda Edwards
3256	divoced	yes	9.24704	73.19121	9.38021	9.24608	2.85143	47.96643	39.30851	039-95-5778	7.62978	1.00000	5.79734	5.59422	14.01043	5.17776	Jonathan Mays
3257	widowed	no	86.42330	58.95194	7.74243	2.58825	6.26060	84.84362	18.29955	289-18-1998	6.20647	0.00000	6.58512	5.33172	9.13347	5.78194	Bryan Peters
3258	widowed	no	41.10765	58.59970	6.60782	5.24188	4.68271	51.86999	62.94245	046-49-1106	5.08168	0.00000	6.00820	7.69569	4.53044	7.21731	Linda Greene
3259	nop	no	26.03393	16.65428	7.42422	6.91789	8.46359	69.33834	61.96653	740-82-7925	6.34523	1.00000	5.81347	5.26956	8.12873	5.31095	Jessica Rodriguez
3260	widowed	Y	40.67402	52.71307	8.39927	5.51641	8.01906	59.08380	50.98332	282-18-2646	7.28093	0.00000	5.78349	5.99475	9.14329	5.08611	Charles Manning
3261	married	N	50.04925	32.26954	7.68828	4.08084	7.75355	44.28526	44.53942	046-49-1106	7.48089	0.00000	6.14574	5.02421	5.80710	8.65155	Linda Greene
3262	single	no	62.79844	82.22821	4.41472	3.54224	5.08843	55.54584	61.30647	248-36-0266	8.21905	0.00000	4.65391	6.49546	13.63919	4.56780	Matthew Edwards
3263	single	no	73.18847	40.93492	7.01130	6.55346	5.57447	57.88953	61.21859	290-03-8291	6.98760	1.00000	5.85808	6.57297	7.92972	6.66045	Emily Jensen
3264	single	no	44.74211	-0.98012	8.01395	4.47757	7.90081	44.08679	68.37754	485-31-3684	8.04036	0.00000	6.64192	7.39395	13.48447	5.58702	Tammy Morton
3265	separated	Y	23.82800	81.35445	7.28322	3.36887	8.48888	53.93169	39.26392	789-91-5363	6.53812	1.00000	4.44199	5.68021	7.61053	9.17999	Eric Sanchez
3266	single	no	50.32233	44.83011	9.00878	5.74275	4.76706	30.88043	38.62753	650-69-3718	2.97859	0.00000	5.48446	4.80433	3.60089	5.33701	Judith Reed
3267	nop	Y	72.99589	41.52530	7.11020	6.87849	7.37038	44.43391	53.33102	717-13-7351	6.80073	1.00000	6.95886	5.16119	5.89083	4.87951	Mark Rogers
3268	married	yes	6.82692	15.41394	4.53939	6.29240	3.44252	53.46525	70.65599	660-76-8532	8.69073	1.00000	6.01118	7.60738	22.63235	4.97244	Michael Collins
3269	widowed	no	29.81498	72.72643	7.67673	6.34006	8.25473	36.09570	45.12669	662-61-8386	5.63763	1.00000	6.19382	5.88125	4.82165	5.14768	Thomas Morales
3270	married	no	90.24567	63.08122	7.88428	4.51558	5.76812	24.30638	44.35712	457-81-5966	4.50388	0.00000	5.22153	4.19659	3.28572	8.16949	Corey Roman
3271	divoced	no	16.30867	46.25044	8.01201	9.41607	3.85891	34.47502	59.26615	790-16-1464	7.56078	1.00000	7.77847	5.21039	10.19775	6.65783	Kayla Johnson
3272	single	yes	84.83593	31.96047	6.45719	5.13184	6.36864	36.44671	33.38938	130-82-2693	4.51576	1.00000	5.20490	6.57091	4.74628	6.31153	Mr. Matthew Lynch
3273	separated	no	82.63065	36.00928	7.39343	4.17509	6.52577	30.15775	74.00834	323-56-8338	3.68634	1.00000	7.45392	5.85674	4.28909	5.87465	Carly Shelton
3274	divoced	no	58.90075	22.21299	7.40718	5.62929	7.61993	57.31621	30.71341	046-17-6528	5.09136	1.00000	6.97539	7.24141	4.70098	5.84159	Nichole Walker
3275	divoced	yes	87.42705	59.84089	6.14722	4.53734	6.31939	52.86500	74.35603	428-63-2877	7.05576	0.00000	5.67961	5.02962	6.46327	6.34743	William Burns
3276	single	yes	82.99499	112.72654	6.84761	5.10179	6.11454	57.89782	54.94484	637-59-6452	3.64429	1.00000	6.96280	6.52955	6.60851	6.61568	Hailey Neal
3277	married	yes	54.24605	97.32099	7.77601	5.00175	7.72249	45.25100	49.79849	662-61-8386	7.14517	0.00000	5.79279	5.91947	6.88308	5.86284	Thomas Morales
3278	divoced	yes	60.79867	37.16084	8.05141	5.25508	7.52845	50.55589	66.63324	596-18-2570	4.67748	1.00000	6.93881	7.53954	9.37665	5.02778	Stephanie Myers
3279	married	no	25.96383	32.91744	6.77256	7.75291	4.13674	63.40728	41.16184	019-31-9111	7.86509	1.00000	6.13607	7.55164	12.46509	5.72941	Gregory Miles
3280	divoced	yes	76.05548	103.55340	6.50017	4.90794	6.79833	60.68839	54.93529	382-79-4499	3.71394	0.00000	5.31817	7.71840	6.08646	3.69516	Stephanie Nelson
3281	widowed	yes	13.77130	52.67753	8.50091	5.26567	2.86050	56.77996	66.17284	771-23-0646	5.15632	0.00000	6.82475	4.93489	6.57126	8.50137	Emily Taylor
3282	divoced	no	11.76347	84.05388	9.34799	9.16043	3.21983	45.55195	54.17968	542-07-9644	7.32354	1.00000	5.90384	5.76424	8.62592	7.60724	Brian Brown
3283	single	no	38.38872	91.46506	7.38170	2.80394	8.17657	80.01545	27.64468	848-19-2710	6.04905	1.00000	4.72308	6.58359	5.64000	7.01786	Leslie Cantu
3284	nop	no	12.53387	92.77982	6.55028	4.46268	2.83158	50.83683	63.79063	642-80-6284	6.83483	0.00000		5.69719	9.20758	6.19113	Thomas Serrano
3285	separated	no	28.78189	56.15783	8.54406	3.96531	4.29045	63.66857	33.52685	120-14-3875	5.65317	0.00000	5.79766	5.21542	5.54794	4.00056	Thomas Spencer
3286	separated	no	88.36390	43.74834	6.76614	3.66335	6.22478	60.35490	44.43386	641-22-2138	4.04423	1.00000	4.19074	7.08792	5.46759	6.73948	Deborah Lewis
3287	divoced	no	34.48452	55.45966	9.60909	9.23171	4.28232	49.32513	45.13858	114-66-4321	6.74738	1.00000	6.63419	8.50370	5.64805	5.41973	David Wilson
3288	single	N	26.39182	55.41147	8.54734	6.04771	8.34666	62.26777	53.35662	216-32-6214	7.45706	1.00000	4.39931	5.67412	8.68709	5.83502	Eddie Cooper
3289	divoced	no	18.80010	70.93211	7.06223	4.22569	8.51177	50.56300	44.39099	111-95-9558	6.76155	1.00000	6.20667	5.79718	8.30964	4.84946	Monique Martinez
3290	married	no	15.53563	129.43529	9.05187	5.45129	8.81953	60.59816	37.99392	294-16-7444	8.09043	0.00000	5.94149	6.35055	15.58107	6.02813	Melissa Peters
3291	married	no	26.29420	96.10163	6.65765	7.66623	4.16299	52.64582	23.71266	319-42-3838	7.75477	1.00000	6.42882	7.47127	11.56502	7.33018	Mary Obrien
3292	widowed	no	27.48576	60.04746	8.84673	6.47125	8.56785	68.32369	47.29994	435-36-2064	6.56024	0.00000	6.43908	7.13090	7.55614	5.61190	Scott Snyder
3293	separated	no	42.89716	79.91987	7.87885	4.19100	8.04086	54.85534	34.13190	387-83-7966	5.33000	1.00000	7.06028	7.95831	7.21344	5.07208	Angel Davis
3294	single	no	13.58643	99.04039	7.43757	8.93615	3.45518	54.30056	42.38788	649-01-6989	7.85647	1.00000	7.73396	6.22209	11.31772	6.16259	Johnny King
3295	separated	Y	75.38257	106.31655	6.90094	5.50481	6.74573	47.22255	56.42467	739-04-6720	4.72933	1.00000	8.19059	7.07685	6.14536	4.67876	Michael Burke
3296	divoced	N	54.71686	41.35793	7.32546	4.23459	7.81442	44.13046	65.45429	287-29-9912	5.52451	1.00000	6.81142	7.27327	4.11269	5.62493	Keith Cantu
3297	widowed	no	22.37564	86.16349	9.03547	6.14231	8.49406	38.38345	16.48487	667-95-3502	6.70305	0.00000	6.39712	6.45450	9.14611	5.57875	Christopher Carr
3298	separated	yes	8.90638	107.80316	8.40422	5.19930	3.57971	45.80215	62.47501	157-56-7792	5.07154	0.00000	5.73252	5.90491	4.82114	4.55885	Ian Vaughn
3299	divoced	yes	91.39885	50.59540	6.34773	5.56818	6.31803	73.02801	36.62632	763-83-1760	6.69681	0.00000	5.13288	5.21702	7.74752	6.70440	Kelly Jones
3300	married	Y	59.76285	103.36932	7.13637	3.74867	7.49572	55.46647	58.79228	590-85-8173	5.34470	1.00000	7.12482	7.35053	5.38898	5.00548	Sandra Sharp
3301	nop	yes	12.52992	47.13633	7.17934	7.80424	3.68775	64.15569	65.72068	851-27-5916	7.96613	1.00000		4.33298	14.50525	6.48210	Michael Harrison
3302	widowed	no	90.24306	109.89748	7.92065	6.25235	6.23940	63.98713	34.40826	873-30-9711	2.89152	1.00000	6.41339	8.46163	5.61863	5.00630	Julian Collins
3303	widowed	no	31.52626	58.85339	7.57498	5.82795	8.34324	55.23958	65.32328	353-34-6391	6.06395	1.00000	5.02355	6.56877	7.83501	5.49396	Diana Johnson
3304	divoced	no	22.65572	21.04034	6.98610	6.96580	3.92262	64.99964	39.06372	180-88-3665	7.93281	1.00000	7.60147	7.53632	11.49540	4.97554	Jacob Ellison
3305	widowed	no	26.98434	92.93873	8.10071	4.10297	8.27221	40.11559	56.11784	062-98-3795	5.88668	1.00000	5.51102	6.06495	5.59902	4.27728	Andrew Holden
3306	married	Y	61.70568	32.57354	7.31123	3.16828	7.62176	43.88327	40.28586	799-07-3564	5.20227	1.00000	5.95980	6.64199	6.19748	5.96883	Meghan Mason
3307	nop	no	59.26178	37.83775	7.77498	5.30858	7.55354	34.05907	51.05255	009-66-1980	4.91793	1.00000	6.43250	6.81391	5.68315	5.20555	Mark Taylor
3308	married	no	80.96833	87.05578	8.78876	6.70740	6.78695	59.83748	41.92065	549-16-1604	6.13275	1.00000	5.89834	6.55205	7.34206	5.97699	Erin Lawson
3309	widowed	no	72.43662	44.59948	7.98545	7.75504	5.32787	62.18031	43.49809	538-60-7168	7.06439	1.00000	6.02690	6.46511	8.47710	5.71155	Anthony Arnold
3310	divoced	yes	29.56964	73.59602	8.92193	5.79780	2.02888	59.81426	43.00353	474-08-6979	4.89024	0.00000	7.83640	4.60067	4.61159	4.51822	Matthew Sullivan
3311	married	no	37.19844	7.37655	8.09999	4.88136	4.33991	42.02103	50.91175	097-23-3088	5.16713	0.00000	5.26738	6.21113	9.64196	6.76640	Michael Nelson
3312	separated	yes	78.05893	123.00435	8.54103	8.25613	5.88115	60.17332	36.82591	739-04-9718	6.77437	1.00000	5.98347	6.02939	4.02707	5.65282	Gabriel Gonzales
