,relationship,smoker,alp,weight,trombocyty,hematokrit,hemoglobin,er-cv,ast,ssn,erytrocyty,indicator,hbver,leukocyty,alt,etytr,name,residence,blood_group,birthdate,address,race,job,sex
1400,single,yes,54.30989,78.94044,6.12355,6.61935,4.71098,27.91809,39.34943,442-77-3076,7.71906,1.0,6.26142,5.05341,13.80935,5.22262,Sean Trujillo,"06470 Samantha Station
Padillaburgh, VA 38692",B-,1957-03-28,"5582 Williams Mission Suite 348
North Andrew, MT 22648",White,"Engineer, electrical",M
1401,widowed,yes,83.51409,92.86645,6.17425,4.5919,6.24628,74.34996,53.79476,442-77-3076,4.43572,1.0,8.03151,4.61158,7.16968,5.24894,Sean Trujillo,"06470 Samantha Station
Padillaburgh, VA 38692",B-,1957-03-28,"5582 Williams Mission Suite 348
North Andrew, MT 22648",White,"Engineer, electrical",M
1402,married,no,54.85665,97.78217,7.62904,3.50684,7.70431,58.22849,50.20463,442-77-3076,8.18741,0.0,5.96077,5.06416,16.70435,6.49142,Sean Trujillo,"06470 Samantha Station
Padillaburgh, VA 38692",B-,1957-03-28,"5582 Williams Mission Suite 348
North Andrew, MT 22648",White,"Engineer, electrical",M
1403,married,no,48.4808,122.28318,7.22169,5.01031,7.8236,48.40035,42.29506,278-44-3737,9.4662,0.0,6.90119,6.45812,42.53321,6.91084,Patricia Holmes,"543 Malone Plain Apt. 241
Dixonbury, NE 86064",O-,1936-05-07,"3543 Tanner Flats
Mckenzieberg, CA 14763",Black,Psychiatric nurse,F
1404,nop,yes,28.15527,74.25241,8.05908,8.20395,4.05499,46.25565,62.61342,278-44-3737,7.44102,1.0,6.94904,5.79801,9.84201,6.76053,Patricia Holmes,"543 Malone Plain Apt. 241
Dixonbury, NE 86064",O-,1936-05-07,"3543 Tanner Flats
Mckenzieberg, CA 14763",Black,Psychiatric nurse,F
1405,nop,no,64.23744,95.55951,6.36326,5.54759,5.12097,51.05308,61.1108,278-44-3737,2.92299,1.0,7.96783,5.80626,4.99361,6.36327,Patricia Holmes,"543 Malone Plain Apt. 241
Dixonbury, NE 86064",O-,1936-05-07,"3543 Tanner Flats
Mckenzieberg, CA 14763",Black,Psychiatric nurse,F
1406,married,yes,9.04632,15.04275,8.22123,6.3865,9.65147,61.38015,42.47977,278-44-3737,7.37893,1.0,5.48999,6.86606,10.87388,5.27049,Patricia Holmes,"543 Malone Plain Apt. 241
Dixonbury, NE 86064",O-,1936-05-07,"3543 Tanner Flats
Mckenzieberg, CA 14763",Black,Psychiatric nurse,F
1407,widowed,no,72.36319,118.77597,6.95343,7.51512,5.18759,72.77148,59.06654,778-47-6852,7.39121,1.0,6.28692,5.56575,10.12965,7.11236,Jonathan Wallace,"8815 Berry Prairie Apt. 987
Micheleburgh, TX 06560",O+,1944-12-17,"14695 Fox Landing Suite 702
North Dylan, GA 25009",Black,Licensed conveyancer,M
1408,nop,yes,55.45592699338297,133.97399,7.9501,7.08489,4.59838,52.48474,35.5502,778-47-6852,7.26506,1.0,7.46432,5.00426,9.64355,4.09847,Jonathan Wallace,"8815 Berry Prairie Apt. 987
Micheleburgh, TX 06560",O+,1944-12-17,"14695 Fox Landing Suite 702
North Dylan, GA 25009",Black,Licensed conveyancer,M
1409,married,no,80.95736,60.05182,7.25418,5.21663,6.31231,27.10222,26.80432,778-47-6852,3.45939,1.0,5.91234,5.19319,6.43975,5.00377,Jonathan Wallace,"8815 Berry Prairie Apt. 987
Micheleburgh, TX 06560",O+,1944-12-17,"14695 Fox Landing Suite 702
North Dylan, GA 25009",Black,Licensed conveyancer,M
1410,divorced,no,26.12068,95.6372,7.27193,7.8441,3.94549,49.70644,35.46412,309-10-7343,7.78462,1.0,6.89979,5.7192,12.66837,6.62832,Erica Fisher,"8731 Lang Roads Suite 149
Kellyton, AK 81021",O+,2006-08-03,"7467 Morgan Place
Lake Amymouth, CO 02323",Black,"Engineer, communications",F
1411,married,no,61.29029,76.42526,7.68741,5.13561,7.49254,64.19524,43.37165,309-10-7343,7.05703,0.0,5.25362,6.07929,8.13601,8.0085,Erica Fisher,"8731 Lang Roads Suite 149
Kellyton, AK 81021",O+,2006-08-03,"7467 Morgan Place
Lake Amymouth, CO 02323",Black,"Engineer, communications",F
1412,single,yes,63.95023,101.23741,7.39777,6.97869,7.39778,24.7601,35.68238,309-10-7343,6.40889,1.0,5.84995,6.1742,6.6896,7.53162,Erica Fisher,"8731 Lang Roads Suite 149
Kellyton, AK 81021",O+,2006-08-03,"7467 Morgan Place
Lake Amymouth, CO 02323",Black,"Engineer, communications",F
1413,widowed,no,18.5775,64.6667,9.5321,6.12274,3.79333,51.76565,50.76263,258-05-0678,3.31436,0.0,5.63137,3.36186,5.05236,6.7744,Luke Hartman,"43377 Goodman Knoll Apt. 753
Jonesville, AR 34180",A-,2010-10-21,"311 Laura Lock Suite 246
Fordburgh, SD 72010",White,"Teacher, adult education",M
1414,divorced,no,44.91272,28.65322,7.81931,4.92761,7.97351,51.63549,54.8399,258-05-0678,7.53542,0.0,6.3739,4.59177,12.04787,7.63878,Luke Hartman,"43377 Goodman Knoll Apt. 753
Jonesville, AR 34180",A-,2010-10-21,"311 Laura Lock Suite 246
Fordburgh, SD 72010",White,"Teacher, adult education",M
1415,married,yes,44.45496,79.00519,7.83675,6.16143,7.75852,52.32257,36.93576,258-05-0678,7.69381,0.0,5.70278,4.64215,11.16725,5.47963,Luke Hartman,"43377 Goodman Knoll Apt. 753
Jonesville, AR 34180",A-,2010-10-21,"311 Laura Lock Suite 246
Fordburgh, SD 72010",White,"Teacher, adult education",M
1416,separated,yes,32.73673,27.27176,8.86032,3.64336,4.23255,43.49171,60.38172,816-49-7300,6.10949,0.0,6.123055738653986,6.67892,5.79374,5.75083,Luis Thomas,"5692 Ronald Rapids
Lake Jennifershire, NJ 70413",O-,1968-12-14,"Unit 8480 Box 5634
DPO AE 94542",White,Fashion designer,M
1417,separated,no,71.50646,22.16849,8.94644,7.91608,5.14752,57.6012,68.61243,816-49-7300,6.80527,1.0,6.074,5.77095,7.24929,6.48306,Luis Thomas,"5692 Ronald Rapids
Lake Jennifershire, NJ 70413",O-,1968-12-14,"Unit 8480 Box 5634
DPO AE 94542",White,Fashion designer,M
1418,widowed,no,72.03545,47.5309,7.26121,7.93804,5.32257,36.37382,20.79917,816-49-7300,7.22475,1.0,5.21777,7.08821,9.47957,6.64824,Luis Thomas,"5692 Ronald Rapids
Lake Jennifershire, NJ 70413",O-,1968-12-14,"Unit 8480 Box 5634
DPO AE 94542",White,Fashion designer,M
1419,married,yes,49.44146,27.06591,6.79832,6.39229,7.92712,36.10734,46.98285,816-49-7300,5.94669,1.0,5.10047,7.03971,5.73309,5.89106,Luis Thomas,"5692 Ronald Rapids
Lake Jennifershire, NJ 70413",O-,1968-12-14,"Unit 8480 Box 5634
DPO AE 94542",White,Fashion designer,M
1420,separated,no,93.03783,122.66728,7.52021,5.50862,6.29847,62.65826,26.15857,691-15-2441,3.26931,0.0,5.34774,6.4688,5.1968,6.74824,Kimberly Sparks,"4985 Rodriguez Brooks
East Bradleychester, AL 56044",B+,1987-12-23,"7602 Ana Points
Port Jason, NM 71577",White,Risk manager,F
1421,divorced,no,13.892,35.91212,9.1578,4.91891,8.81243,33.57748,48.46202,691-15-2441,7.45367,0.0,6.87994,6.30704,9.69847,7.44514,Kimberly Sparks,"4985 Rodriguez Brooks
East Bradleychester, AL 56044",B+,1987-12-23,"7602 Ana Points
Port Jason, NM 71577",White,Risk manager,F
1422,single,no,51.50017,61.48217,8.33823,8.04543,4.81236,73.14856,43.45731,691-15-2441,7.08872,1.0,7.1252,5.13923,9.0903,7.05359,Kimberly Sparks,"4985 Rodriguez Brooks
East Bradleychester, AL 56044",B+,1987-12-23,"7602 Ana Points
Port Jason, NM 71577",White,Risk manager,F
1423,nop,yes,21.57634,93.63147,6.47087,8.28189,4.17156,56.98037,54.43084,185-15-3359,8.03765,1.0,6.13031,5.55653,15.92864,6.19381,Tracy Thompson DDS,"360 Dennis Forest Suite 972
Brianchester, MT 29890",A-,1961-07-06,"PSC 7902, Box 6283
APO AE 51214",White,Clinical biochemist,F
1424,single,no,63.444,52.44988,6.45031,4.42646,7.43661,39.70165,21.76352,185-15-3359,4.27026,0.0,7.37979,5.94209,2.91692,5.93428,Tracy Thompson DDS,"360 Dennis Forest Suite 972
Brianchester, MT 29890",A-,1961-07-06,"PSC 7902, Box 6283
APO AE 51214",White,Clinical biochemist,F
1425,divorced,no,69.99418,42.97531,7.17101,7.46918,7.27062,38.88572,50.12352,185-15-3359,5.01844,1.0,7.83431,7.61436,6.91714,7.35509,Tracy Thompson DDS,"360 Dennis Forest Suite 972
Brianchester, MT 29890",A-,1961-07-06,"PSC 7902, Box 6283
APO AE 51214",White,Clinical biochemist,F
1426,single,no,28.30423,60.1668,7.60268,4.82451,10.6377,30.49375,56.16809,841-62-8122,9.14305,1.0,5.46307,5.42517,34.83734,6.97223,Denise Sims,"7717 Molina Orchard
Port Dannychester, CO 57205",O+,1995-12-24,"USS Smith
FPO AA 72754",Asian,"Buyer, retail",F
1427,divorced,no,15.03628,122.08172,7.59963,4.71036,8.94704,58.54523,34.48248,841-62-8122,6.76778,1.0,6.86895,7.29649,8.11401,6.31135,Denise Sims,"7717 Molina Orchard
Port Dannychester, CO 57205",O+,1995-12-24,"USS Smith
FPO AA 72754",Asian,"Buyer, retail",F
1428,married,yes,21.32936,64.19502,6.89784,6.38665,4.16812,44.84499,35.43764,841-62-8122,3.97964,0.0,4.46254,5.40741,5.42007,8.25688,Denise Sims,"7717 Molina Orchard
Port Dannychester, CO 57205",O+,1995-12-24,"USS Smith
FPO AA 72754",Asian,"Buyer, retail",F
1429,widowed,yes,14.95293,43.19382,7.87591,3.86074,9.08884,61.24963,32.4621,053-48-8878,6.78877,1.0,5.83886,6.03537,7.16652,7.84821,Jonathan Flores,"5329 Richard Street Apt. 920
Woodwardfort, CT 60132",B-,2016-07-27,"55931 Friedman Curve
Mckinneymouth, CO 43416",Black,Charity officer,M
1430,separated,no,34.48048,34.65368,5.7785,6.77486,4.28213,59.17492,48.81357,053-48-8878,4.23864,0.0,6.06029,6.37967,4.65929,7.54125,Jonathan Flores,"5329 Richard Street Apt. 920
Woodwardfort, CT 60132",B-,2016-07-27,"55931 Friedman Curve
Mckinneymouth, CO 43416",Black,Charity officer,M
1431,nop,no,77.52307,85.95731,7.53251,4.00085,7.09111,32.07687,49.64829,053-48-8878,4.42345,1.0,6.91491,5.91577,5.16098,5.88674,Jonathan Flores,"5329 Richard Street Apt. 920
Woodwardfort, CT 60132",B-,2016-07-27,"55931 Friedman Curve
Mckinneymouth, CO 43416",Black,Charity officer,M
1432,married,yes,86.2336,90.67746,5.95295,6.54669,6.55551,44.38924,36.52745,745-82-7077,7.27509,1.0,6.23696,5.77922,8.1111,7.96572,Michael Mcdaniel Jr.,"7776 Lisa Cliff Suite 702
South William, NJ 67249",A-,1985-11-27,"1749 Roy Hill Suite 615
East Jacobville, MS 65934",Black,Museum/gallery exhibitions officer,M
1433,divorced,yes,65.82665,82.36389,6.782,6.76277,5.04201,40.05533,44.13748,745-82-7077,7.50535,1.0,5.58846,6.84846,10.88731,6.78213,Michael Mcdaniel Jr.,"7776 Lisa Cliff Suite 702
South William, NJ 67249",A-,1985-11-27,"1749 Roy Hill Suite 615
East Jacobville, MS 65934",Black,Museum/gallery exhibitions officer,M
1434,married,no,42.50419,60.14721,8.30009,4.78298,4.64213,78.46692,58.93645,745-82-7077,4.7068,0.0,6.59196,6.89483,4.20849,6.58816,Michael Mcdaniel Jr.,"7776 Lisa Cliff Suite 702
South William, NJ 67249",A-,1985-11-27,"1749 Roy Hill Suite 615
East Jacobville, MS 65934",Black,Museum/gallery exhibitions officer,M
1435,nop,yes,9.50251,106.04721,8.96558,7.22429,9.48849,45.60404,33.3842,867-61-6294,6.15692,1.0,6.81647,7.51502,6.87792,6.41903,Shannon Snow,"7731 Courtney Common Suite 093
New Samantha, IA 94865",B+,2007-08-29,"988 Victor Summit
West Davidfort, NV 92803",Black,Solicitor,F
1436,married,no,84.49098,126.85137,7.66392,7.15944,6.70598,60.3441,27.58478,867-61-6294,6.62452,1.0,8.92692,6.04346,10.08447,5.91276,Shannon Snow,"7731 Courtney Common Suite 093
New Samantha, IA 94865",B+,2007-08-29,"988 Victor Summit
West Davidfort, NV 92803",Black,Solicitor,F
1437,separated,no,90.14825,62.1948,6.51652,5.78423,6.39043,73.84328,46.68754,867-61-6294,6.84016,1.0,7.1151,6.01089,6.50657,7.53868,Shannon Snow,"7731 Courtney Common Suite 093
New Samantha, IA 94865",B+,2007-08-29,"988 Victor Summit
West Davidfort, NV 92803",Black,Solicitor,F
1438,married,no,19.63371,99.20602,6.6296,6.93061,2.35101,24.03205,38.24965,730-10-7797,8.48082,1.0,6.85634,6.07528,18.94119,4.68598,Randy Moore,"759 Ross Brook Apt. 478
West Eric, OH 50117",AB-,1923-12-10,"5614 Goodman Junctions
Alisonmouth, CA 32444",Asian,Interior and spatial designer,M
1439,married,no,63.48086,65.87282,7.52024,6.06355,5.02504,57.65202,61.74612,730-10-7797,3.59025,0.0,5.92534,5.87934,5.27974,5.79025,Randy Moore,"759 Ross Brook Apt. 478
West Eric, OH 50117",AB-,1923-12-10,"5614 Goodman Junctions
Alisonmouth, CA 32444",Asian,Interior and spatial designer,M
1440,divorced,no,23.81746,42.90027,7.10851,4.1996,8.53998,39.79187,26.43148,730-10-7797,6.56622,1.0,6.22459,5.53185,6.88199,6.22161,Randy Moore,"759 Ross Brook Apt. 478
West Eric, OH 50117",AB-,1923-12-10,"5614 Goodman Junctions
Alisonmouth, CA 32444",Asian,Interior and spatial designer,M
1441,divorced,yes,63.56255,110.53018,8.08254,2.56449,7.32676,47.89518,57.75351,090-53-5962,4.20558,1.0,5.91236,5.8266,5.19129,6.02359,Benjamin Gardner,"602 Russell Canyon
Molinashire, DE 28417",A+,1922-08-26,"89679 Todd Ridge Suite 974
West Molly, AR 46441",White,Quality manager,M
1442,married,no,19.06377,86.57871,9.3534,3.76598,3.90924,40.99643,50.81248,090-53-5962,5.92746,0.0,7.96617,7.2433,5.5815,7.82005,Benjamin Gardner,"602 Russell Canyon
Molinashire, DE 28417",A+,1922-08-26,"89679 Todd Ridge Suite 974
West Molly, AR 46441",White,Quality manager,M
1443,married,no,85.26576,98.08553,7.34705,6.31475,6.56818,68.95133,36.47623,090-53-5962,6.81581,1.0,7.01407,6.27689,6.85245,7.50974,Benjamin Gardner,"602 Russell Canyon
Molinashire, DE 28417",A+,1922-08-26,"89679 Todd Ridge Suite 974
West Molly, AR 46441",White,Quality manager,M
1444,divorced,yes,63.9462,57.74186,6.79841,5.17918,5.25547,59.41956,46.64449,731-25-8336,2.62672,1.0,6.6587,7.28884,5.90795,4.84241,Sandra Ferguson,"USNV Fletcher
FPO AP 99349",A+,2000-03-30,"354 Clayton Street Apt. 968
East Melissa, NM 86537",White,"Engineer, biomedical",F
1445,separated,yes,77.19389,29.68846,7.00815,2.97119,7.05863,49.90735,46.48047,731-25-8336,4.92922,1.0,5.57311,6.00238,5.89827,6.19318,Sandra Ferguson,"USNV Fletcher
FPO AP 99349",A+,2000-03-30,"354 Clayton Street Apt. 968
East Melissa, NM 86537",White,"Engineer, biomedical",F
1446,married,yes,82.39344,61.39611,7.12544,8.38711,6.515,66.35296,61.21965,731-25-8336,4.30661,1.0,5.60973,3.18337,4.49431,6.13691,Sandra Ferguson,"USNV Fletcher
FPO AP 99349",A+,2000-03-30,"354 Clayton Street Apt. 968
East Melissa, NM 86537",White,"Engineer, biomedical",F
1447,married,no,11.03723,4.2483,7.15153,7.13486,9.09043,39.11955,49.03568,090-32-1181,7.23663,1.0,5.48459,5.64459,10.88521,4.50417,Jeffrey White,"494 Robert Harbor Suite 178
Erictown, WA 91046",B+,1963-10-13,"69072 Kayla Parkways
New Jacquelineside, MD 75999",White,Media planner,M
1448,married,yes,75.53391,61.99524,7.32912,7.58194,5.46893,53.6339,33.00247,090-32-1181,7.05495,1.0,4.876,5.59179,9.23249,5.15667,Jeffrey White,"494 Robert Harbor Suite 178
Erictown, WA 91046",B+,1963-10-13,"69072 Kayla Parkways
New Jacquelineside, MD 75999",White,Media planner,M
1449,divorced,yes,86.68719,86.22627,8.64301,3.91521,5.90102,47.31069,44.49738,090-32-1181,4.79232,0.0,4.90628,6.26148,5.78509,5.114,Jeffrey White,"494 Robert Harbor Suite 178
Erictown, WA 91046",B+,1963-10-13,"69072 Kayla Parkways
New Jacquelineside, MD 75999",White,Media planner,M
1450,separated,no,19.275,93.27174,6.76524,7.28909,3.95442,55.05378,28.2972,090-32-1181,7.87477,1.0,8.21315,5.61224,12.94167,5.84993,Jeffrey White,"494 Robert Harbor Suite 178
Erictown, WA 91046",B+,1963-10-13,"69072 Kayla Parkways
New Jacquelineside, MD 75999",White,Media planner,M
1451,nop,yes,15.85715,123.97351,4.35886,6.18963,3.80396,48.1748,34.46967,432-77-1866,8.62218,1.0,4.48886,5.54366,20.67026,6.42359,Kevin Phillips,"982 Curtis Path
Fullerport, IA 62544",B-,1937-01-24,"5368 Nguyen Spring Suite 154
Lyonsbury, WY 54072",White,Animal nutritionist,M
1452,married,yes,8.00017,95.94563,6.89995,5.1969,3.5494,59.43342,60.38941,432-77-1866,5.61767,0.0,6.24247,5.36554,6.7491,3.14342,Kevin Phillips,"982 Curtis Path
Fullerport, IA 62544",B-,1937-01-24,"5368 Nguyen Spring Suite 154
Lyonsbury, WY 54072",White,Animal nutritionist,M
1453,widowed,no,69.73527,85.36467,6.98379,4.67607,7.08794,39.35318,50.90328,432-77-1866,7.95594,0.0,6.29694,4.46037,14.56569,6.54681,Kevin Phillips,"982 Curtis Path
Fullerport, IA 62544",B-,1937-01-24,"5368 Nguyen Spring Suite 154
Lyonsbury, WY 54072",White,Animal nutritionist,M
1454,nop,yes,71.75,94.77087,7.60561,3.9396,5.48288,55.65836,62.33369,373-85-0873,5.39725,0.0,5.88061,6.24593,5.32574,3.79732,Aimee Salazar,"0702 Serrano Trail
Scottton, MD 73967",A-,2014-07-14,"12994 Michael Parkway
East Jose, MT 09113",White,Accommodation manager,F
1455,divorced,no,81.70117,38.23785,6.56364,3.50101,5.75245,52.97549,54.70866,373-85-0873,6.39374,0.0,5.55453,5.24417,5.99246,5.69227,Aimee Salazar,"0702 Serrano Trail
Scottton, MD 73967",A-,2014-07-14,"12994 Michael Parkway
East Jose, MT 09113",White,Accommodation manager,F
1456,single,no,85.29871,54.85007,7.62446,5.39579,6.47606,49.8616,37.28761,373-85-0873,3.56139,1.0,7.37224,7.6133,5.3197,7.0761,Aimee Salazar,"0702 Serrano Trail
Scottton, MD 73967",A-,2014-07-14,"12994 Michael Parkway
East Jose, MT 09113",White,Accommodation manager,F
1457,single,yes,81.90782,40.81861,7.11612,6.04586,6.08803,62.58654,34.0986,689-95-1877,2.8466,0.0,5.34982,6.95045,7.8188,4.70873,Sarah Mueller,"7078 Jeffrey Summit Apt. 385
Andersonland, NY 33715",O-,1911-03-14,"25513 Weber Lodge Apt. 035
Jacksonberg, MS 03333",White,"Nurse, adult",F
1458,single,yes,69.09047,131.95894,7.98452,7.98489,5.26964,61.25727,31.59945,689-95-1877,7.26196,1.0,6.77962,5.04434,7.86312,7.41873,Sarah Mueller,"7078 Jeffrey Summit Apt. 385
Andersonland, NY 33715",O-,1911-03-14,"25513 Weber Lodge Apt. 035
Jacksonberg, MS 03333",White,"Nurse, adult",F
1459,married,no,74.59184,64.33968,6.98108,4.9433,7.06439,63.71351,41.95339,689-95-1877,7.73255,0.0,6.39736,7.51238,13.1291,6.29314,Sarah Mueller,"7078 Jeffrey Summit Apt. 385
Andersonland, NY 33715",O-,1911-03-14,"25513 Weber Lodge Apt. 035
Jacksonberg, MS 03333",White,"Nurse, adult",F
1460,married,no,48.57006,69.10538,7.88117,6.19791,7.88886,41.92149,40.07856,733-60-9270,8.14665,0.0,6.01736,4.62668,15.30329,7.00722,Karen White,"685 Tyler Village Apt. 752
Stevenfort, SD 57904",O-,1946-03-05,"6900 Ferrell Falls
Allenport, TX 37966",White,Community pharmacist,F
1461,divorced,yes,77.15953,57.32471,7.2993,4.5129,6.78328,65.60053,45.77046,733-60-9270,4.27941,0.0,5.84237,6.07776,3.68173,5.96259,Karen White,"685 Tyler Village Apt. 752
Stevenfort, SD 57904",O-,1946-03-05,"6900 Ferrell Falls
Allenport, TX 37966",White,Community pharmacist,F
1462,nop,no,45.63129,89.42081,7.29653,6.58562,4.65757,41.97044,45.50072,733-60-9270,7.43742,1.0,7.42057,5.5377,9.09084,6.58539,Karen White,"685 Tyler Village Apt. 752
Stevenfort, SD 57904",O-,1946-03-05,"6900 Ferrell Falls
Allenport, TX 37966",White,Community pharmacist,F
1463,divorced,no,79.53503,73.71785,5.66616,6.30514,5.52242,44.64853,48.88915,087-29-3810,7.54414,1.0,5.0162,4.58853,7.91382,6.92906,Carmen Nichols,"3076 Theodore Corner
Julieview, WI 67387",O-,1982-09-18,"02016 Anderson Road
Port James, NM 26064",White,"Engineer, land",F
1464,single,yes,24.42672,41.67847,8.3556,7.42251,4.07113,65.2622,55.24595,087-29-3810,7.15966,1.0,4.17984,4.73303,8.59169,6.01494,Carmen Nichols,"3076 Theodore Corner
Julieview, WI 67387",O-,1982-09-18,"02016 Anderson Road
Port James, NM 26064",White,"Engineer, land",F
1465,married,no,19.36552,59.53652,7.21454,5.3863,3.47145,47.23722,57.02833,087-29-3810,5.45135,0.0,6.85446,5.98649,5.73396,5.97668,Carmen Nichols,"3076 Theodore Corner
Julieview, WI 67387",O-,1982-09-18,"02016 Anderson Road
Port James, NM 26064",White,"Engineer, land",F
1466,married,no,77.19064,36.97979,4.64449,6.04556,5.58705,41.43078,33.33101,351-32-9598,4.65865,1.0,7.47986,6.21703,7.2064,7.83717,Steven Holmes,"10963 Williams Common Suite 039
Janicechester, AK 67155",O+,1927-01-15,"2217 Seth Junctions
Lake Joan, GA 97004",Black,Sales executive,M
1467,married,no,9.99931,116.21664,8.30152,2.80083,9.25782,51.79864,63.08862,351-32-9598,6.73222,1.0,5.67845,6.35884,6.17583,5.75451,Steven Holmes,"10963 Williams Common Suite 039
Janicechester, AK 67155",O+,1927-01-15,"2217 Seth Junctions
Lake Joan, GA 97004",Black,Sales executive,M
1468,widowed,yes,49.89328,38.73598,7.98691,5.46717,7.72466,51.8761,49.11454,351-32-9598,7.11485,0.0,7.22324,6.50059,10.12915,6.62183,Steven Holmes,"10963 Williams Common Suite 039
Janicechester, AK 67155",O+,1927-01-15,"2217 Seth Junctions
Lake Joan, GA 97004",Black,Sales executive,M
1469,nop,no,58.8923,109.55937,8.40531,8.29001,4.98418,47.69978,40.10835,336-49-6322,6.89825,1.0,6.23072,5.71371,8.51471,5.85061,David Hunter,"96785 Delgado Plains
Williamsmouth, NY 73831",O+,1977-09-21,"4188 Andrea Roads Apt. 920
Lake Thomas, AR 89355",White,"Surveyor, insurance",M
1470,married,no,22.26489,42.47092,7.84606,4.45826,4.0053,38.45626,46.06732,336-49-6322,6.0374,0.0,6.45262,3.85047,7.00019,6.56084,David Hunter,"96785 Delgado Plains
Williamsmouth, NY 73831",O+,1977-09-21,"4188 Andrea Roads Apt. 920
Lake Thomas, AR 89355",White,"Surveyor, insurance",M
1471,divorced,yes,85.33934,53.64452,6.83009,5.58127,5.73959,60.74764,52.03999,336-49-6322,4.2244,0.0,7.11268,7.74562,4.08559,3.82596,David Hunter,"96785 Delgado Plains
Williamsmouth, NY 73831",O+,1977-09-21,"4188 Andrea Roads Apt. 920
Lake Thomas, AR 89355",White,"Surveyor, insurance",M
1472,widowed,yes,23.06385,82.02871,8.50866,5.81504,8.41751,40.18698,29.63501,762-94-4475,5.44049,1.0,7.06167,4.41369,5.64355,7.13006,Daniel Richardson,"558 Lee Mews
Sandraton, SC 85689",A+,2021-05-02,"14935 George Key
Lake Jeremy, MO 05447",White,Sports development officer,M
1473,single,yes,85.19922,80.54672,5.95874,4.68459,6.54698,52.87461,51.55359,762-94-4475,4.93114,1.0,8.84523,6.44779,6.21916,6.86779,Daniel Richardson,"558 Lee Mews
Sandraton, SC 85689",A+,2021-05-02,"14935 George Key
Lake Jeremy, MO 05447",White,Sports development officer,M
1474,married,no,33.40402,58.36215,7.51914,4.56385,8.36695,56.41515,30.25666,762-94-4475,5.91957,1.0,5.85004,7.69562,7.73256,6.2868,Daniel Richardson,"558 Lee Mews
Sandraton, SC 85689",A+,2021-05-02,"14935 George Key
Lake Jeremy, MO 05447",White,Sports development officer,M
1475,divorced,yes,18.92932,103.34256,6.08236,5.72864,3.72319,65.43415,23.93571,762-94-4475,5.33324,0.0,5.29266,6.41395,5.79954,4.35786,Daniel Richardson,"558 Lee Mews
Sandraton, SC 85689",A+,2021-05-02,"14935 George Key
Lake Jeremy, MO 05447",White,Sports development officer,M
